start,end,today,consent,settlement,market,market_other,traded_items,"traded_items/Cereals (e.g. maize grain, maize flour, millet flour)",traded_items/cassava-fresh,traded_items/beans,traded_items/Leafy Vegetables,traded_items/Milk-fresh,traded_items/Fish-dried,traded_items/Cooking oil,traded_items/Salt,"traded_items/WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)","traded_items/Energy items (e.g. Firewood, Charcoal)","traded_items/Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles)","traded_items/Household Items (e.g. Utensils, Clothing, Beddings, underwear, torch)","traded_items/Education items (e.g. Exercise books, Pencils and pens)","traded_items/Agricultural inputs (e.g. Fertilizers, Pesticides, hoes and pangas)",cereal,cereal/maize grain,cereal/maize flour,cereal/millet flour,cereal/sorghum grain,wash,wash/laundry soap,wash/sanitary pads,wash/jerrycans,wash/basin,energy,energy/firewood,energy/charcoal,shelter,shelter/roofing nails,shelter/nylon rope,shelter/burnt brick,shelter/unburnt brick,shelter/grass thatch,shelter/eucalyptus poles,household_items,household_items/plate-plastic,household_items/mug-plastic,household_items/serving spoon,household_items/torch,household_items/dry cells,household_items/wooden mingle,household_items/underwear-woman,education_items,education_items/exercise book,education_items/pen,education_items/pencil,agricultural,agricultural/panga,agricultural/hoe,agricultural/NPK-15,agricultural/DAP,agricultural/Malathion,day,month,price_maize_g,price_maize_f,price_millet_f,price_beans,price_sorghum,price_oil,price_cassava,price_salt,price_dodo,price_milk,price_soap,price_firewood,price_charcoal,price_fish,price_underwear,price_pads,torch_price,big_jerrycan_price,small_jerrycan_price,basin_price,panga_price,hoe_price,price_NKP,price_DAP,price_malathion,pen_price,pencil_price,exercise_book_price,dry_cells_price,plastic_plate_price,serving_spoon_price,plastic_mug_price,wooden_mingle_price,nails_price,rope_price,pole_price,mud_brick_price,burnt_brick_price,grass_thatch_price,payment_type,payment_type/Cash (UGX),payment_type/Cash (foreign currency),payment_type/Mobile money,payment_type/Credit/debit cards,payment_type/Informal credit (i.e. a promise to pay later),payment_type/Voucher,payment_type/Other,payment_type_other,vendors_change,vendors_perc_change,customers_change,customers_perc_change,agents_open,agents_liquidity,safety,safety_reason,item_scarcity,item_name_scarce,"item_name_scarce/Cereals (e.g. maize grain, maize flour, millet flour)",item_name_scarce/cassava-fresh,item_name_scarce/beans,item_name_scarce/Leafy Vegetables,item_name_scarce/Milk-fresh,item_name_scarce/Fish-dried,item_name_scarce/Cooking oil,item_name_scarce/Salt,"item_name_scarce/WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)","item_name_scarce/Energy items (e.g. Firewood, Charcoal)","item_name_scarce/Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles)","item_name_scarce/Household Items (e.g. Utensils, Clothing, Beddings, underwear, torch)","item_name_scarce/Education items (e.g. Exercise books, Pencils and pens)","item_name_scarce/Agricultural inputs (e.g. Fertilizers, Pesticides, hoes and pangas)",item_scarcity_reason,item_scarcity_reason/Not enough money to source items,item_scarcity_reason/Producers not producing enough,item_scarcity_reason/Supplier unable to provide enough,item_scarcity_reason/Difficulty transporting items to marketplace,item_scarcity_reason/Can no longer obtain items due to restrictions,item_scarcity_reason/Others (specify),scarcity_other,stock_runout,stock_runout_item,"stock_runout_item/Cereals (e.g. maize grain, maize flour, millet flour)",stock_runout_item/cassava-fresh,stock_runout_item/beans,stock_runout_item/Leafy Vegetables,stock_runout_item/Milk-fresh,stock_runout_item/Fish-dried,stock_runout_item/Cooking oil,stock_runout_item/Salt,"stock_runout_item/WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)","stock_runout_item/Energy items (e.g. Firewood, Charcoal)","stock_runout_item/Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles)","stock_runout_item/Household Items (e.g. Utensils, Clothing, Beddings, underwear, torch)","stock_runout_item/Education items (e.g. Exercise books, Pencils and pens)","stock_runout_item/Agricultural inputs (e.g. Fertilizers, Pesticides, hoes and pangas)",order_in_week,order_in_week_item,"order_in_week_item/Cereals (e.g. maize grain, maize flour, millet flour)",order_in_week_item/cassava-fresh,order_in_week_item/beans,order_in_week_item/Leafy Vegetables,order_in_week_item/Milk-fresh,order_in_week_item/Fish-dried,order_in_week_item/Cooking oil,order_in_week_item/Salt,"order_in_week_item/WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)","order_in_week_item/Energy items (e.g. Firewood, Charcoal)","order_in_week_item/Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles)","order_in_week_item/Household Items (e.g. Utensils, Clothing, Beddings, underwear, torch)","order_in_week_item/Education items (e.g. Exercise books, Pencils and pens)","order_in_week_item/Agricultural inputs (e.g. Fertilizers, Pesticides, hoes and pangas)",cross_border_trade,cross_border_trade_items,"cross_border_trade_items/Cereals (e.g. maize grain, maize flour, millet flour)",cross_border_trade_items/cassava-fresh,cross_border_trade_items/beans,cross_border_trade_items/Leafy Vegetables,cross_border_trade_items/Milk-fresh,cross_border_trade_items/Fish-dried,cross_border_trade_items/Cooking oil,cross_border_trade_items/Salt,"cross_border_trade_items/WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)","cross_border_trade_items/Energy items (e.g. Firewood, Charcoal)","cross_border_trade_items/Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles)","cross_border_trade_items/Household Items (e.g. Utensils, Clothing, Beddings, underwear, torch)","cross_border_trade_items/Education items (e.g. Exercise books, Pencils and pens)","cross_border_trade_items/Agricultural inputs (e.g. Fertilizers, Pesticides, hoes and pangas)",new_rules_yes,new_rules,trader_restricted,goods_restricted,"goods_restricted/Cereals (e.g. maize grain, maize flour, millet flour)",goods_restricted/cassava-fresh,goods_restricted/beans,goods_restricted/Leafy Vegetables,goods_restricted/Milk-fresh,goods_restricted/Fish-dried,goods_restricted/Cooking oil,goods_restricted/Salt,"goods_restricted/WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)","goods_restricted/Energy items (e.g. Firewood, Charcoal)","goods_restricted/Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles)","goods_restricted/Household Items (e.g. Utensils, Clothing, Beddings, underwear, torch)","goods_restricted/Education items (e.g. Exercise books, Pencils and pens)","goods_restricted/Agricultural inputs (e.g. Fertilizers, Pesticides, hoes and pangas)",reason_restricted,challenge,instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes,_version,_duration,_submitted_by,_xform_id
2020-04-15T11:50:05.156+03:00,2020-04-15T14:04:33.776+03:00,2020-04-15,Yes,Oruchinga,Kajaho Market,Oruchinga,"Cereals (e.g. maize grain, maize flour, millet flour) oils WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) Education items (e.g. Exercise books, Pencils and pens) households legumes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,1000,1800,3000,,1500,5500,1000,800,1000,1000,3500,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash (UGX),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Decreased,By more than 50 percent,Decreased,By more than 50 percent,,,No difference,,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) legumes households Education items (e.g. Exercise books, Pencils and pens)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Can no longer obtain items due to restrictions,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) legumes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,Decreased,"Cereals (e.g. maize grain, maize flour, millet flour) legumes households",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,Early closure time for shop,Yes,"households Education items (e.g. Exercise books, Pencils and pens)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non food items,Low turn up of customers,uuid:ab46cfb7-74e4-4016-bb35-d49507d9fef2,226036,ab46cfb7-74e4-4016-bb35-d49507d9fef2,2020-04-15 11:05:00,1,,-1,,,202004140531,8068,,1806
2020-04-15T12:27:50.352+03:00,2020-04-15T14:04:41.542+03:00,2020-04-15,Yes,Oruchinga,Kajaho Market,Oruchinga,"Cereals (e.g. maize grain, maize flour, millet flour) legumes oils WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,1000,2000,4000,2500,1500,6000,1000,2000,1000,1000,4000,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash (UGX) Mobile money,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Decreased,By more than 50 percent,Decreased,By more than 50 percent,,,No difference,,Yes,"WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) oils Cereals (e.g. maize grain, maize flour, millet flour) legumes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Can no longer obtain items due to restrictions,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) oils",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,Decreased,"Cereals (e.g. maize grain, maize flour, millet flour) roots WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) households",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,Early closure time,Yes,"households Education items (e.g. Exercise books, Pencils and pens)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non food items,Low customer turn up,uuid:3cd15dee-61bc-40e6-8071-a3bd28acfcb5,226037,3cd15dee-61bc-40e6-8071-a3bd28acfcb5,2020-04-15 11:05:01,2,,-1,,,202004140531,5811,,1806
2020-04-15T13:50:07.076+03:00,2020-04-15T14:04:49.404+03:00,2020-04-15,Yes,Oruchinga,Kajaho Market,Oruchinga,"Cereals (e.g. maize grain, maize flour, millet flour) legumes WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) households Education items (e.g. Exercise books, Pencils and pens)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,1000,2000,3500,2500,1500,5500,1000,2000,1000,1000,3500,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash (UGX),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Decreased,By more than 50 percent,Decreased,By more than 50 percent,,,No difference,,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) households Education items (e.g. Exercise books, Pencils and pens) dairy WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) oils",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Can no longer obtain items due to restrictions Difficulty transporting items to marketplace,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) legumes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,Decreased,"Cereals (e.g. maize grain, maize flour, millet flour) legumes households Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Yes,Early closure time. Having hand washing facilities,Yes,"Education items (e.g. Exercise books, Pencils and pens) households",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non food items,Few customers,uuid:11cac6a6-5e56-44a3-a793-231b82f255ba,226038,11cac6a6-5e56-44a3-a793-231b82f255ba,2020-04-15 11:05:02,3,,-1,,,202004140531,882,,1806
2020-04-15T12:39:53.504+03,2020-04-15T14:30:25.602+03,2020-04-15,Yes,Palorinya,Konyokonyo Market,,"Cereals (e.g. maize grain, maize flour, millet flour) legumes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,1000,2000,3000,2000,1000,5000,2000,1500,500,1000,3300,2000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash (UGX),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Remained the same,,Decreased,By 10 to 25 percent,,,Less secure,Because customers fear to come to the market,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) legumes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not enough money to source items Can no longer obtain items due to restrictions,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) legumes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,"Cereals (e.g. maize grain, maize flour, millet flour) legumes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No change,,,,,,,,,,,,,,,,Yes,"Hand washing,  social distancing,  early closure",No,,,,,,,,,,,,,,,,,Limited customers,uuid:3a4334d4-a833-40d2-9517-626eba377dcc,226667,3a4334d4-a833-40d2-9517-626eba377dcc,2020-04-15 11:30:42,4,,-1,,,202004140531,6632,,1806
2020-04-14T13:35:34.950+03,2020-04-14T15:35:43.652+03,2020-04-14,Yes,Kyangwali,Kasonga Market,,"WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) oils households Education items (e.g. Exercise books, Pencils and pens) Cereals (e.g. maize grain, maize flour, millet flour) dairy",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,1000,3000,4500,3200,1400,7000,1000,2000,1000,2000,4000,2000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash (UGX) Cash (foreign currency),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Decreased,By 26 to 50 percent,Increased,By 26 to 50 percent,,,More secure,Increased presence of security personnel,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) oils",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not enough money to source items Producers not producing enough Supplier unable to provide enough,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) oils WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,"Cereals (e.g. maize grain, maize flour, millet flour) oils",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,There is no cross-border trade,,,,,,,,,,,,,,,,Yes,"Mandatory washing of hands, restricted time of opening and closure",No,,,,,,,,,,,,,,,,,Limited supply of some commodities,uuid:7fe86877-1f5e-47d7-8a25-0409ec1ddc4f,227729,7fe86877-1f5e-47d7-8a25-0409ec1ddc4f,2020-04-15 12:58:24,5,,-1,,,202004140531,7209,,1806
2020-04-14T15:36:47.046+03:00,2020-04-21T18:23:52.411+03:00,2020-04-14,Yes,Kyangwali,Kagoma Market,,"Cereals (e.g. maize grain, maize flour, millet flour) oils legumes dairy WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) herbs",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,1000,3000,4000,3500,2100,7000,2000,2000,2000,2000,4500,3000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash (UGX) Cash (foreign currency),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Decreased,By more than 50 percent,Increased,By 10 to 25 percent,,,More secure,"Increased awareness, presence of security personnel",Yes,"Cereals (e.g. maize grain, maize flour, millet flour) dairy oils WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Not enough money to source items Producers not producing enough Supplier unable to provide enough Difficulty transporting items to marketplace,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) dairy meat WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,"Cereals (e.g. maize grain, maize flour, millet flour) oils WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,I don't know,,,,,,,,,,,,,,,,Yes,Mandatory hand washing,Yes,fruits,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fear of disease transmission,Low stock turnouts,uuid:eebdf271-f982-46fe-9ecf-6084adcd6f38,227730,eebdf271-f982-46fe-9ecf-6084adcd6f38,2020-04-15 12:58:26,6,,-1,,,202004140531,614825,,1806
2020-04-14T15:49:13.009+03,2020-04-14T15:58:23.688+03,2020-04-14,Yes,Kyangwali,Maratatu Market,,"Cereals (e.g. maize grain, maize flour, millet flour) roots dairy WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles) households Education items (e.g. Exercise books, Pencils and pens)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,1200,3500,4500,4000,1700,8000,2000,2000,1000,2000,4000,3000,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash (UGX) Cash (foreign currency),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Decreased,By 26 to 50 percent,Increased,By 26 to 50 percent,,,More secure,Increased awareness,Yes,"WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) Cereals (e.g. maize grain, maize flour, millet flour) roots dairy fruits",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Not enough money to source items Producers not producing enough Supplier unable to provide enough Difficulty transporting items to marketplace,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,"Cereals (e.g. maize grain, maize flour, millet flour) WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) meat fruits legumes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,"Cereals (e.g. maize grain, maize flour, millet flour) WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) oils",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,There is no cross-border trade,,,,,,,,,,,,,,,,Yes,"Restricted time opening and closure, mandatory hand washing ",No,,,,,,,,,,,,,,,,,Limited supply of some commodities,uuid:a4a6f047-5def-4132-af9f-7d9e71d3b5a3,227731,a4a6f047-5def-4132-af9f-7d9e71d3b5a3,2020-04-15 12:58:27,7,,-1,,,202004140531,550,,1806
2020-04-15T12:59:29.005+03:00,2020-04-15T14:32:11.849+03:00,2020-04-15,Yes,Bidibidi,Bidibidi Reception Market,,"WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles) households Education items (e.g. Exercise books, Pencils and pens)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,1500,2300,3000,3000,1400,4000,1000,1500,200,2000,3300,2000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash (UGX),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Decreased,Less than 10 percent,Decreased,Less than 10 percent,,,More secure,Strict regulations in the markets thus no overcrowding,No,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,There is no cross-border trade,,,,,,,,,,,,,,,,Yes,Compulsory Washing of hands at the entrance and exit of the market,No,,,,,,,,,,,,,,,,,Suspension of public transport that eliminates urban traders from the market,uuid:f9266532-e8c5-4444-9b4a-a8fb1eb97862,227886,f9266532-e8c5-4444-9b4a-a8fb1eb97862,2020-04-15 13:24:30,8,,-1,,,202004140531,5562,,1806
2020-04-15T14:32:26.141+03:00,2020-04-15T16:26:40.245+03:00,2020-04-15,Yes,Bidibidi,Lodenga Market,,"Cereals (e.g. maize grain, maize flour, millet flour) legumes fruits oils WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,1000,2000,3000,2000,1000,6000,1000,3500,200,1000,3300,3000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash (UGX),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Remained the same,,Remained the same,,,,No difference,,No,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,I don't know,,,,,,,,,,,,,,,,Yes,Change in operation hours and compulsory hand washing,Yes,households,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Presidential directive of restricting sell NFIs,Restrictions on use of both public and private means,uuid:428a27d1-c00c-4502-91e8-9c7365cda0a7,227887,428a27d1-c00c-4502-91e8-9c7365cda0a7,2020-04-15 13:24:32,9,,-1,,,202004140531,6854,,1806
2020-04-15T15:17:56.111+03:00,2020-04-15T16:26:29.632+03:00,2020-04-15,Yes,Bidibidi,Koro Market,,"Cereals (e.g. maize grain, maize flour, millet flour) WASH items (e.g. Laundry soap, Sanitary pads, jerrycans, basin) Education items (e.g. Exercise books, Pencils and pens) legumes oils Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles) households",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,1000,1300,3000,2000,1000,5000,1000,1000,200,1000,3300,3000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash (UGX),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Decreased,Less than 10 percent,Decreased,Less than 10 percent,,,No difference,,No,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Decreased,"households Education items (e.g. Exercise books, Pencils and pens)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,Reduction in operation hours and introduction of hand wash facilities at market,Yes,"households Shelter items (e.g. roofing nails, nylon rope,  bricks, grass thatch, eucalyptus poles) Education items (e.g. Exercise books, Pencils and pens)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Ban on the sell of NFIs in the market,Transportation,uuid:50792b78-d85d-4907-8cfd-2c00c66c3c4d,227888,50792b78-d85d-4907-8cfd-2c00c66c3c4d,2020-04-15 13:24:33,10,,-1,,,202004140531,4113,,1806
